# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-04-16 12:54:51 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06730200 BOULDER CREEK AT NORTH 75TH ST. NEAR BOULDER, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06730200
#    DD parameter   Description
#    03   00065     Gage height, feet
#    04   00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	tz_cd	04_00060	04_00060_cd
USGS	06730200	2013-09-11 04:45	MDT	193	A
USGS	06730200	2013-09-11 05:00	MDT	221	A
USGS	06730200	2013-09-11 05:15	MDT	239	A
USGS	06730200	2013-09-11 05:30	MDT	255	A
USGS	06730200	2013-09-11 05:45	MDT	263	A
USGS	06730200	2013-09-11 06:00	MDT	267	A
USGS	06730200	2013-09-11 06:15	MDT	271	A
USGS	06730200	2013-09-11 06:30	MDT	275	A
USGS	06730200	2013-09-11 06:45	MDT	275	A
USGS	06730200	2013-09-11 07:00	MDT	279	A
USGS	06730200	2013-09-11 07:15	MDT	283	A
USGS	06730200	2013-09-11 07:30	MDT	292	A
USGS	06730200	2013-09-11 07:45	MDT	297	A
USGS	06730200	2013-09-11 08:00	MDT	306	A
USGS	06730200	2013-09-11 08:15	MDT	315	A
USGS	06730200	2013-09-11 08:30	MDT	324	A
USGS	06730200	2013-09-11 08:45	MDT	329	A
USGS	06730200	2013-09-11 09:00	MDT	334	A
USGS	06730200	2013-09-11 09:15	MDT	339	A
USGS	06730200	2013-09-11 09:30	MDT	339	A
USGS	06730200	2013-09-11 09:45	MDT	334	A
USGS	06730200	2013-09-11 10:00	MDT	324	A
USGS	06730200	2013-09-11 10:15	MDT	315	A
USGS	06730200	2013-09-11 10:30	MDT	310	A
USGS	06730200	2013-09-11 10:45	MDT	297	A
USGS	06730200	2013-09-11 11:00	MDT	292	A
USGS	06730200	2013-09-11 11:15	MDT	283	A
USGS	06730200	2013-09-11 11:30	MDT	279	A
USGS	06730200	2013-09-11 11:45	MDT	271	A
USGS	06730200	2013-09-11 12:00	MDT	267	A
USGS	06730200	2013-09-11 12:15	MDT	267	A
USGS	06730200	2013-09-11 12:30	MDT	267	A
USGS	06730200	2013-09-11 12:45	MDT	271	A
USGS	06730200	2013-09-11 13:00	MDT	279	A
USGS	06730200	2013-09-11 13:15	MDT	283	A
USGS	06730200	2013-09-11 13:30	MDT	283	A
USGS	06730200	2013-09-11 13:45	MDT	283	A
USGS	06730200	2013-09-11 14:00	MDT	283	A
USGS	06730200	2013-09-11 14:15	MDT	283	A
USGS	06730200	2013-09-11 14:30	MDT	279	A
USGS	06730200	2013-09-11 14:45	MDT	279	A
USGS	06730200	2013-09-11 15:00	MDT	275	A
USGS	06730200	2013-09-11 15:15	MDT	271	A
USGS	06730200	2013-09-11 15:30	MDT	267	A
USGS	06730200	2013-09-11 15:45	MDT	263	A
USGS	06730200	2013-09-11 16:00	MDT	259	A
USGS	06730200	2013-09-11 16:15	MDT	259	A
USGS	06730200	2013-09-11 16:30	MDT	263	A
USGS	06730200	2013-09-11 16:45	MDT	271	A
USGS	06730200	2013-09-11 17:00	MDT	275	A
USGS	06730200	2013-09-11 17:15	MDT	275	A
USGS	06730200	2013-09-11 17:30	MDT	279	A
USGS	06730200	2013-09-11 17:45	MDT	279	A
USGS	06730200	2013-09-11 18:00	MDT	279	A
USGS	06730200	2013-09-11 18:15	MDT	283	A
USGS	06730200	2013-09-11 18:30	MDT	288	A
USGS	06730200	2013-09-11 18:45	MDT	297	A
USGS	06730200	2013-09-11 19:00	MDT	315	A
USGS	06730200	2013-09-11 19:15	MDT	334	A
USGS	06730200	2013-09-11 19:30	MDT	344	A
USGS	06730200	2013-09-11 19:45	MDT	364	A
USGS	06730200	2013-09-11 20:00	MDT	379	A
USGS	06730200	2013-09-11 20:15	MDT	396	A
USGS	06730200	2013-09-11 20:30	MDT	424	A
USGS	06730200	2013-09-11 20:45	MDT	453	A
USGS	06730200	2013-09-11 21:00	MDT	524	A
USGS	06730200	2013-09-11 21:15	MDT	616	A
USGS	06730200	2013-09-11 21:30	MDT	710	A
USGS	06730200	2013-09-11 21:45	MDT	783	A
USGS	06730200	2013-09-11 22:00	MDT	909	A
USGS	06730200	2013-09-11 22:15	MDT	953	A
USGS	06730200	2013-09-11 22:30	MDT	1010	A
USGS	06730200	2013-09-11 22:45	MDT	1070	A
USGS	06730200	2013-09-11 23:00	MDT	1120	A
USGS	06730200	2013-09-11 23:15	MDT	1160	A
USGS	06730200	2013-09-11 23:30	MDT	1210	A
USGS	06730200	2013-09-11 23:45	MDT	1260	A
USGS	06730200	2013-09-12 00:00	MDT	1300	A
USGS	06730200	2013-09-12 00:15	MDT	1340	A
USGS	06730200	2013-09-12 00:30	MDT	1370	A
USGS	06730200	2013-09-12 00:45	MDT	1430	A
USGS	06730200	2013-09-12 01:00	MDT	1650	A
USGS	06730200	2013-09-12 01:15	MDT	2180	A
USGS	06730200	2013-09-12 01:30	MDT	2610	A
USGS	06730200	2013-09-12 01:45	MDT	2850	A
USGS	06730200	2013-09-12 02:00	MDT	2900	A
USGS	06730200	2013-09-12 02:15	MDT	3360	A
USGS	06730200	2013-09-12 02:30	MDT	4490	A
USGS	06730200	2013-09-12 02:45	MDT	6690	A
USGS	06730200	2013-09-12 03:00	MDT	6690	A
USGS	06730200	2013-09-12 03:15	MDT	7660	A
USGS	06730200	2013-09-12 03:30	MDT	6850	A
USGS	06730200	2013-09-12 03:45	MDT	7230	A
USGS	06730200	2013-09-12 04:00	MDT	7350	A
USGS	06730200	2013-09-12 04:15	MDT	7440	A
USGS	06730200	2013-09-12 04:30	MDT	7350	A
USGS	06730200	2013-09-12 04:45	MDT	7140	A
USGS	06730200	2013-09-12 05:00	MDT	7230	A
USGS	06730200	2013-09-12 05:15	MDT	6770	A
USGS	06730200	2013-09-12 05:30	MDT	6770	A
USGS	06730200	2013-09-12 05:45	MDT	6220	A
USGS	06730200	2013-09-12 06:00	MDT	6030	A
USGS	06730200	2013-09-12 06:15	MDT	5880	A
USGS	06730200	2013-09-12 06:30	MDT	5950	A
USGS	06730200	2013-09-12 06:45	MDT	5700	A
USGS	06730200	2013-09-12 07:00	MDT	5390	A
USGS	06730200	2013-09-12 07:15	MDT	5050	A
USGS	06730200	2013-09-12 07:30	MDT	4990	A
USGS	06730200	2013-09-12 07:45	MDT	4860	A
USGS	06730200	2013-09-12 08:00	MDT	4490	A
USGS	06730200	2013-09-12 08:15	MDT	4290	A
USGS	06730200	2013-09-12 08:30	MDT	4150	A
USGS	06730200	2013-09-12 08:45	MDT	4050	A
USGS	06730200	2013-09-12 09:00	MDT	4050	A
USGS	06730200	2013-09-12 09:15	MDT	3980	A
USGS	06730200	2013-09-12 09:30	MDT	3930	A
USGS	06730200	2013-09-12 09:45	MDT	3770	A
USGS	06730200	2013-09-12 10:00	MDT	3770	A
USGS	06730200	2013-09-12 10:15	MDT	3670	A
USGS	06730200	2013-09-12 10:30	MDT	3670	A
USGS	06730200	2013-09-12 10:45	MDT	3550	A
USGS	06730200	2013-09-12 11:00	MDT	3640	A
USGS	06730200	2013-09-12 11:15	MDT	3670	A
USGS	06730200	2013-09-12 11:30	MDT	3730	A
USGS	06730200	2013-09-12 11:45	MDT	3670	A
USGS	06730200	2013-09-12 12:00	MDT	3710	A
USGS	06730200	2013-09-12 12:15	MDT	3750	A
USGS	06730200	2013-09-12 12:30	MDT	3620	A
USGS	06730200	2013-09-12 12:45	MDT	3710	A
USGS	06730200	2013-09-12 13:00	MDT	3710	A
USGS	06730200	2013-09-12 13:15	MDT	3790	A
USGS	06730200	2013-09-12 13:30	MDT	3840	A
USGS	06730200	2013-09-12 13:45	MDT	3840	A
USGS	06730200	2013-09-12 14:00	MDT	3880	A
USGS	06730200	2013-09-12 14:15	MDT	4430	A
USGS	06730200	2013-09-12 14:30	MDT	4380	A
USGS	06730200	2013-09-12 14:45	MDT	4490	A
USGS	06730200	2013-09-12 15:00	MDT	4710	A
USGS	06730200	2013-09-12 15:15	MDT	4920	A
USGS	06730200	2013-09-12 15:30	MDT	4990	A
USGS	06730200	2013-09-12 15:45	MDT	5090	A
USGS	06730200	2013-09-12 16:00	MDT	4920	A
USGS	06730200	2013-09-12 16:15	MDT	4770	A
USGS	06730200	2013-09-12 16:30	MDT	4770	A
USGS	06730200	2013-09-12 16:45	MDT	4740	A
USGS	06730200	2013-09-12 17:00	MDT	4740	A
USGS	06730200	2013-09-12 17:15	MDT	4740	A
USGS	06730200	2013-09-12 17:30	MDT	4740	A
USGS	06730200	2013-09-12 17:45	MDT	4740	A
USGS	06730200	2013-09-12 18:00	MDT	4800	A
USGS	06730200	2013-09-12 18:15	MDT	4890	A
USGS	06730200	2013-09-12 18:30	MDT	4960	A
USGS	06730200	2013-09-12 18:45	MDT	5020	A
USGS	06730200	2013-09-12 19:00	MDT	5020	A
USGS	06730200	2013-09-12 19:15	MDT	5090	A
USGS	06730200	2013-09-12 19:30	MDT	5090	A
USGS	06730200	2013-09-12 19:45	MDT	5090	A
USGS	06730200	2013-09-12 20:00	MDT	5150	A
USGS	06730200	2013-09-12 20:15	MDT	5250	A
USGS	06730200	2013-09-12 20:30	MDT	5320	A
USGS	06730200	2013-09-12 20:45	MDT	5390	A
USGS	06730200	2013-09-12 21:00	MDT	5390	A
USGS	06730200	2013-09-12 21:15	MDT	5390	A
USGS	06730200	2013-09-12 21:30	MDT	5390	A
USGS	06730200	2013-09-12 21:45	MDT	5460	A
USGS	06730200	2013-09-12 22:00	MDT	5460	A
USGS	06730200	2013-09-12 22:15	MDT	5460	A
USGS	06730200	2013-09-12 22:30	MDT	5560	A
USGS	06730200	2013-09-12 22:45	MDT	5700	A
USGS	06730200	2013-09-12 23:00	MDT	5810	A
USGS	06730200	2013-09-12 23:15	MDT	5810	A
USGS	06730200	2013-09-12 23:30	MDT	5880	A
USGS	06730200	2013-09-12 23:45	MDT	5880	A
USGS	06730200	2013-09-13 00:00	MDT	5880	A
USGS	06730200	2013-09-13 00:15	MDT	5880	A
USGS	06730200	2013-09-13 00:30	MDT	5880	A
USGS	06730200	2013-09-13 00:45	MDT	5880	A
USGS	06730200	2013-09-13 01:00	MDT	5950	A
USGS	06730200	2013-09-13 01:15	MDT	6070	A
USGS	06730200	2013-09-13 01:30	MDT	6140	A
USGS	06730200	2013-09-13 01:45	MDT	6260	A
USGS	06730200	2013-09-13 02:00	MDT	6530	A
USGS	06730200	2013-09-13 02:15	MDT	7060	A
USGS	06730200	2013-09-13 02:30	MDT	7350	A
USGS	06730200	2013-09-13 02:45	MDT	7800	A
USGS	06730200	2013-09-13 03:00	MDT	8400	A
USGS	06730200	2013-09-13 03:15	MDT	8170	A
USGS	06730200	2013-09-13 03:30	MDT	8030	A
USGS	06730200	2013-09-13 03:45	MDT	7800	A
USGS	06730200	2013-09-13 04:00	MDT	7350	A
USGS	06730200	2013-09-13 04:15	MDT	7350	A
USGS	06730200	2013-09-13 04:30	MDT	7230	A
USGS	06730200	2013-09-13 04:45	MDT	7140	A
USGS	06730200	2013-09-13 05:00	MDT	6930	A
USGS	06730200	2013-09-13 05:15	MDT	6810	A
USGS	06730200	2013-09-13 05:30	MDT	6610	A
USGS	06730200	2013-09-13 05:45	MDT	6610	A
USGS	06730200	2013-09-13 06:00	MDT	6610	A
USGS	06730200	2013-09-13 06:15	MDT	6610	A
USGS	06730200	2013-09-13 06:30	MDT	6370	A
USGS	06730200	2013-09-13 06:45	MDT	6290	A
USGS	06730200	2013-09-13 07:00	MDT	6100	A
USGS	06730200	2013-09-13 07:15	MDT	6100	A
USGS	06730200	2013-09-13 07:30	MDT	5810	A
USGS	06730200	2013-09-13 07:45	MDT	5590	A
USGS	06730200	2013-09-13 08:00	MDT	5420	A
USGS	06730200	2013-09-13 08:15	MDT	5420	A
USGS	06730200	2013-09-13 08:30	MDT	5320	A
USGS	06730200	2013-09-13 08:45	MDT	5320	A
USGS	06730200	2013-09-13 09:00	MDT	5150	A
USGS	06730200	2013-09-13 09:15	MDT	5050	A
USGS	06730200	2013-09-13 09:30	MDT	5050	A
USGS	06730200	2013-09-13 09:45	MDT	4890	A
USGS	06730200	2013-09-13 10:00	MDT	4960	A
USGS	06730200	2013-09-13 10:15	MDT	4860	A
USGS	06730200	2013-09-13 10:30	MDT	4860	A
USGS	06730200	2013-09-13 10:45	MDT	4800	A
USGS	06730200	2013-09-13 11:00	MDT	4770	A
USGS	06730200	2013-09-13 11:15	MDT	4710	A
USGS	06730200	2013-09-13 11:30	MDT	4610	A
USGS	06730200	2013-09-13 11:45	MDT	4610	A
USGS	06730200	2013-09-13 12:00	MDT	4610	A
USGS	06730200	2013-09-13 12:15	MDT	4610	A
USGS	06730200	2013-09-13 12:30	MDT	4580	A
USGS	06730200	2013-09-13 12:45	MDT	4520	A
USGS	06730200	2013-09-13 13:00	MDT	4430	A
USGS	06730200	2013-09-13 13:15	MDT	4350	A
USGS	06730200	2013-09-13 13:30	MDT	4130	A
USGS	06730200	2013-09-13 13:45	MDT	4130	A
USGS	06730200	2013-09-13 14:00	MDT	4100	A
USGS	06730200	2013-09-13 14:15	MDT	4050	A
USGS	06730200	2013-09-13 14:30	MDT	3910	A
USGS	06730200	2013-09-13 14:45	MDT	3840	A
USGS	06730200	2013-09-13 15:00	MDT	3770	A
USGS	06730200	2013-09-13 15:15	MDT	3770	A
USGS	06730200	2013-09-13 15:30	MDT	3670	A
USGS	06730200	2013-09-13 15:45	MDT	3670	A
USGS	06730200	2013-09-13 16:00	MDT	3490	A
USGS	06730200	2013-09-13 16:15	MDT	3330	A
USGS	06730200	2013-09-13 16:30	MDT	3270	A
USGS	06730200	2013-09-13 16:45	MDT	3220	A
USGS	06730200	2013-09-13 17:00	MDT	3150	A
USGS	06730200	2013-09-13 17:15	MDT	3090	A
USGS	06730200	2013-09-13 17:30	MDT	3060	A
USGS	06730200	2013-09-13 17:45	MDT	3010	A
USGS	06730200	2013-09-13 18:00	MDT	2980	A
USGS	06730200	2013-09-13 18:15	MDT	2960	A
USGS	06730200	2013-09-13 18:30	MDT	2900	A
USGS	06730200	2013-09-13 18:45	MDT	2850	A
USGS	06730200	2013-09-13 19:00	MDT	2830	A
USGS	06730200	2013-09-13 19:15	MDT	2770	A
USGS	06730200	2013-09-13 19:30	MDT	2750	A
USGS	06730200	2013-09-13 19:45	MDT	2690	A
USGS	06730200	2013-09-13 20:00	MDT	2640	A
USGS	06730200	2013-09-13 20:15	MDT	2610	A
USGS	06730200	2013-09-13 20:30	MDT	2590	A
USGS	06730200	2013-09-13 20:45	MDT	2560	A
USGS	06730200	2013-09-13 21:00	MDT	2540	A
USGS	06730200	2013-09-13 21:15	MDT	2510	A
USGS	06730200	2013-09-13 21:30	MDT	2490	A
USGS	06730200	2013-09-13 21:45	MDT	2440	A
USGS	06730200	2013-09-13 22:00	MDT	2390	A
USGS	06730200	2013-09-13 22:15	MDT	2370	A
USGS	06730200	2013-09-13 22:30	MDT	2350	A
USGS	06730200	2013-09-13 22:45	MDT	2270	A
USGS	06730200	2013-09-13 23:00	MDT	2240	A
USGS	06730200	2013-09-13 23:15	MDT	2200	A
USGS	06730200	2013-09-13 23:30	MDT	2180	A
USGS	06730200	2013-09-13 23:45	MDT	2130	A
USGS	06730200	2013-09-14 00:00	MDT	2110	A
USGS	06730200	2013-09-14 00:15	MDT	2090	A
USGS	06730200	2013-09-14 00:30	MDT	2050	A
USGS	06730200	2013-09-14 00:45	MDT	2030	A
USGS	06730200	2013-09-14 01:00	MDT	1980	A
USGS	06730200	2013-09-14 01:15	MDT	1960	A
USGS	06730200	2013-09-14 01:30	MDT	1920	A
USGS	06730200	2013-09-14 01:45	MDT	1920	A
USGS	06730200	2013-09-14 02:00	MDT	1890	A
USGS	06730200	2013-09-14 02:15	MDT	1850	A
USGS	06730200	2013-09-14 02:30	MDT	1830	A
USGS	06730200	2013-09-14 02:45	MDT	1810	A
USGS	06730200	2013-09-14 03:00	MDT	1790	A
USGS	06730200	2013-09-14 03:15	MDT	1770	A
USGS	06730200	2013-09-14 03:30	MDT	1750	A
USGS	06730200	2013-09-14 03:45	MDT	1730	A
USGS	06730200	2013-09-14 04:00	MDT	1720	A
USGS	06730200	2013-09-14 04:15	MDT	1710	A
USGS	06730200	2013-09-14 04:30	MDT	1700	A
USGS	06730200	2013-09-14 04:45	MDT	1690	A
USGS	06730200	2013-09-14 05:00	MDT	1680	A
USGS	06730200	2013-09-14 05:15	MDT	1670	A
USGS	06730200	2013-09-14 05:30	MDT	1660	A
USGS	06730200	2013-09-14 05:45	MDT	1660	A
USGS	06730200	2013-09-14 06:00	MDT	1660	A
USGS	06730200	2013-09-14 06:15	MDT	1650	A
USGS	06730200	2013-09-14 06:30	MDT	1650	A
USGS	06730200	2013-09-14 06:45	MDT	1640	A
USGS	06730200	2013-09-14 07:00	MDT	1630	A
USGS	06730200	2013-09-14 07:15	MDT	1620	A
USGS	06730200	2013-09-14 07:30	MDT	1610	A
USGS	06730200	2013-09-14 07:45	MDT	1600	A
USGS	06730200	2013-09-14 08:00	MDT	1590	A
USGS	06730200	2013-09-14 08:15	MDT	1590	A
USGS	06730200	2013-09-14 08:30	MDT	1590	A
USGS	06730200	2013-09-14 08:45	MDT	1600	A
USGS	06730200	2013-09-14 09:00	MDT	1580	A
USGS	06730200	2013-09-14 09:15	MDT	1560	A
USGS	06730200	2013-09-14 09:30	MDT	1550	A
USGS	06730200	2013-09-14 09:45	MDT	1540	A
USGS	06730200	2013-09-14 10:00	MDT	1540	A
USGS	06730200	2013-09-14 10:15	MDT	1530	A
USGS	06730200	2013-09-14 10:30	MDT	1520	A
USGS	06730200	2013-09-14 10:45	MDT	1510	A
USGS	06730200	2013-09-14 11:00	MDT	1500	A
USGS	06730200	2013-09-14 11:15	MDT	1500	A
USGS	06730200	2013-09-14 11:30	MDT	1490	A
USGS	06730200	2013-09-14 11:45	MDT	1480	A
USGS	06730200	2013-09-14 12:00	MDT	1480	A
USGS	06730200	2013-09-14 12:15	MDT	1470	A
USGS	06730200	2013-09-14 12:30	MDT	1470	A
USGS	06730200	2013-09-14 12:45	MDT	1460	A
USGS	06730200	2013-09-14 13:00	MDT	1460	A
USGS	06730200	2013-09-14 13:15	MDT	1460	A
USGS	06730200	2013-09-14 13:30	MDT	1460	A
USGS	06730200	2013-09-14 13:45	MDT	1450	A
USGS	06730200	2013-09-14 14:00	MDT	1450	A
USGS	06730200	2013-09-14 14:15	MDT	1450	A
USGS	06730200	2013-09-14 14:30	MDT	1440	A
USGS	06730200	2013-09-14 14:45	MDT	1440	A
USGS	06730200	2013-09-14 15:00	MDT	1440	A
USGS	06730200	2013-09-14 15:15	MDT	1440	A
USGS	06730200	2013-09-14 15:30	MDT	1430	A
USGS	06730200	2013-09-14 15:45	MDT	1430	A
USGS	06730200	2013-09-14 16:00	MDT	1420	A
USGS	06730200	2013-09-14 16:15	MDT	1410	A
USGS	06730200	2013-09-14 16:30	MDT	1400	A
USGS	06730200	2013-09-14 16:45	MDT	1400	A
USGS	06730200	2013-09-14 17:00	MDT	1400	A
USGS	06730200	2013-09-14 17:15	MDT	1390	A
USGS	06730200	2013-09-14 17:30	MDT	1400	A
USGS	06730200	2013-09-14 17:45	MDT	1390	A
USGS	06730200	2013-09-14 18:00	MDT	1390	A
USGS	06730200	2013-09-14 18:15	MDT	1390	A
USGS	06730200	2013-09-14 18:30	MDT	1390	A
USGS	06730200	2013-09-14 18:45	MDT	1390	A
USGS	06730200	2013-09-14 19:00	MDT	1390	A
USGS	06730200	2013-09-14 19:15	MDT	1380	A
USGS	06730200	2013-09-14 19:30	MDT	1380	A
USGS	06730200	2013-09-14 19:45	MDT	1380	A
USGS	06730200	2013-09-14 20:00	MDT	1380	A
USGS	06730200	2013-09-14 20:15	MDT	1370	A
USGS	06730200	2013-09-14 20:30	MDT	1370	A
USGS	06730200	2013-09-14 20:45	MDT	1360	A
USGS	06730200	2013-09-14 21:00	MDT	1360	A
USGS	06730200	2013-09-14 21:15	MDT	1350	A
USGS	06730200	2013-09-14 21:30	MDT	1350	A
USGS	06730200	2013-09-14 21:45	MDT	1350	A
USGS	06730200	2013-09-14 22:00	MDT	1350	A
USGS	06730200	2013-09-14 22:15	MDT	1340	A
USGS	06730200	2013-09-14 22:30	MDT	1340	A
USGS	06730200	2013-09-14 22:45	MDT	1340	A
USGS	06730200	2013-09-14 23:00	MDT	1340	A
USGS	06730200	2013-09-14 23:15	MDT	1340	A
USGS	06730200	2013-09-14 23:30	MDT	1340	A
USGS	06730200	2013-09-14 23:45	MDT	1340	A
USGS	06730200	2013-09-15 00:00	MDT	1340	A
USGS	06730200	2013-09-15 00:15	MDT	1340	A
USGS	06730200	2013-09-15 00:30	MDT	1340	A
USGS	06730200	2013-09-15 00:45	MDT	1340	A
USGS	06730200	2013-09-15 01:00	MDT	1340	A
USGS	06730200	2013-09-15 01:15	MDT	1340	A
USGS	06730200	2013-09-15 01:30	MDT	1340	A
USGS	06730200	2013-09-15 01:45	MDT	1340	A
USGS	06730200	2013-09-15 02:00	MDT	1330	A
USGS	06730200	2013-09-15 02:15	MDT	1330	A
USGS	06730200	2013-09-15 02:30	MDT	1330	A
USGS	06730200	2013-09-15 02:45	MDT	1320	A
USGS	06730200	2013-09-15 03:00	MDT	1310	A
USGS	06730200	2013-09-15 03:15	MDT	1300	A
USGS	06730200	2013-09-15 03:30	MDT	1300	A
USGS	06730200	2013-09-15 03:45	MDT	1300	A
USGS	06730200	2013-09-15 04:00	MDT	1290	A
USGS	06730200	2013-09-15 04:15	MDT	1280	A
USGS	06730200	2013-09-15 04:30	MDT	1270	A
USGS	06730200	2013-09-15 04:45	MDT	1270	A
USGS	06730200	2013-09-15 05:00	MDT	1260	A
USGS	06730200	2013-09-15 05:15	MDT	1260	A
USGS	06730200	2013-09-15 05:30	MDT	1250	A
USGS	06730200	2013-09-15 05:45	MDT	1240	A
USGS	06730200	2013-09-15 06:00	MDT	1230	A
USGS	06730200	2013-09-15 06:15	MDT	1230	A
USGS	06730200	2013-09-15 06:30	MDT	1220	A
USGS	06730200	2013-09-15 06:45	MDT	1220	A
USGS	06730200	2013-09-15 07:00	MDT	1210	A
USGS	06730200	2013-09-15 07:15	MDT	1200	A
USGS	06730200	2013-09-15 07:30	MDT	1200	A
USGS	06730200	2013-09-15 07:45	MDT	1190	A
USGS	06730200	2013-09-15 08:00	MDT	1190	A
USGS	06730200	2013-09-15 08:15	MDT	1180	A
USGS	06730200	2013-09-15 08:30	MDT	1180	A
USGS	06730200	2013-09-15 08:45	MDT	1180	A
USGS	06730200	2013-09-15 09:00	MDT	1180	A
USGS	06730200	2013-09-15 09:15	MDT	1180	A
USGS	06730200	2013-09-15 09:30	MDT	1170	A
USGS	06730200	2013-09-15 09:45	MDT	1170	A
USGS	06730200	2013-09-15 10:00	MDT	1180	A
USGS	06730200	2013-09-15 10:15	MDT	1180	A
USGS	06730200	2013-09-15 10:30	MDT	1180	A
USGS	06730200	2013-09-15 10:45	MDT	1180	A
USGS	06730200	2013-09-15 11:00	MDT	1190	A
USGS	06730200	2013-09-15 11:15	MDT	1210	A
USGS	06730200	2013-09-15 11:30	MDT	1230	A
USGS	06730200	2013-09-15 11:45	MDT	1260	A
USGS	06730200	2013-09-15 12:00	MDT	1290	A
USGS	06730200	2013-09-15 12:15	MDT	1340	A
USGS	06730200	2013-09-15 12:30	MDT	1390	A
USGS	06730200	2013-09-15 12:45	MDT	1440	A
USGS	06730200	2013-09-15 13:00	MDT	1490	A
USGS	06730200	2013-09-15 13:15	MDT	1570	A
USGS	06730200	2013-09-15 13:30	MDT	1670	A
USGS	06730200	2013-09-15 13:45	MDT	1780	A
USGS	06730200	2013-09-15 14:00	MDT	1970	A
USGS	06730200	2013-09-15 14:15	MDT	2160	A
USGS	06730200	2013-09-15 14:30	MDT	2310	A
USGS	06730200	2013-09-15 14:45	MDT	2440	A
USGS	06730200	2013-09-15 15:00	MDT	2490	A
USGS	06730200	2013-09-15 15:15	MDT	2540	A
USGS	06730200	2013-09-15 15:30	MDT	2700	A
USGS	06730200	2013-09-15 15:45	MDT	2800	A
USGS	06730200	2013-09-15 16:00	MDT	2880	A
USGS	06730200	2013-09-15 16:15	MDT	2900	A
USGS	06730200	2013-09-15 16:30	MDT	2980	A
USGS	06730200	2013-09-15 16:45	MDT	2980	A
USGS	06730200	2013-09-15 17:00	MDT	2980	A
USGS	06730200	2013-09-15 17:15	MDT	2980	A
USGS	06730200	2013-09-15 17:30	MDT	2960	A
USGS	06730200	2013-09-15 17:45	MDT	2930	A
USGS	06730200	2013-09-15 18:00	MDT	2850	A
USGS	06730200	2013-09-15 18:15	MDT	2800	A
USGS	06730200	2013-09-15 18:30	MDT	2770	A
USGS	06730200	2013-09-15 18:45	MDT	2750	A
USGS	06730200	2013-09-15 19:00	MDT	2670	A
USGS	06730200	2013-09-15 19:15	MDT	2650	A
USGS	06730200	2013-09-15 19:30	MDT	2620	A
USGS	06730200	2013-09-15 19:45	MDT	2620	A
USGS	06730200	2013-09-15 20:00	MDT	2590	A
USGS	06730200	2013-09-15 20:15	MDT	2560	A
USGS	06730200	2013-09-15 20:30	MDT	2490	A
USGS	06730200	2013-09-15 20:45	MDT	2470	A
USGS	06730200	2013-09-15 21:00	MDT	2420	A
USGS	06730200	2013-09-15 21:15	MDT	2390	A
USGS	06730200	2013-09-15 21:30	MDT	2370	A
USGS	06730200	2013-09-15 21:45	MDT	2370	A
USGS	06730200	2013-09-15 22:00	MDT	2350	A
USGS	06730200	2013-09-15 22:15	MDT	2320	A
USGS	06730200	2013-09-15 22:30	MDT	2300	A
USGS	06730200	2013-09-15 22:45	MDT	2280	A
USGS	06730200	2013-09-15 23:00	MDT	2280	A
USGS	06730200	2013-09-15 23:15	MDT	2260	A
USGS	06730200	2013-09-15 23:30	MDT	2220	A
USGS	06730200	2013-09-15 23:45	MDT	2220	A
USGS	06730200	2013-09-16 00:00	MDT	2200	A
USGS	06730200	2013-09-16 00:15	MDT	2200	A
USGS	06730200	2013-09-16 00:30	MDT	2180	A
USGS	06730200	2013-09-16 00:45	MDT	2160	A
USGS	06730200	2013-09-16 01:00	MDT	2160	A
USGS	06730200	2013-09-16 01:15	MDT	2160	A
USGS	06730200	2013-09-16 01:30	MDT	2130	A
USGS	06730200	2013-09-16 01:45	MDT	2130	A
USGS	06730200	2013-09-16 02:00	MDT	2130	A
USGS	06730200	2013-09-16 02:15	MDT	2090	A
USGS	06730200	2013-09-16 02:30	MDT	2090	A
USGS	06730200	2013-09-16 02:45	MDT	2070	A
USGS	06730200	2013-09-16 03:00	MDT	2070	A
USGS	06730200	2013-09-16 03:15	MDT	2050	A
USGS	06730200	2013-09-16 03:30	MDT	2000	A
USGS	06730200	2013-09-16 03:45	MDT	2000	A
USGS	06730200	2013-09-16 04:00	MDT	2000	A
USGS	06730200	2013-09-16 04:15	MDT	1980	A
USGS	06730200	2013-09-16 04:30	MDT	1980	A
USGS	06730200	2013-09-16 04:45	MDT	1960	A
USGS	06730200	2013-09-16 05:00	MDT	1960	A
USGS	06730200	2013-09-16 05:15	MDT	1960	A
USGS	06730200	2013-09-16 05:30	MDT	1940	A
