"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"18175",18550,3,14,1991,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18176",18611,4,21,1991,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18177",18616,4,21,1991,4,"DM","F",36,46,"Dipodomys","merriami","Rodent","Control"
"18178",18629,4,21,1991,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18179",18640,4,21,1991,4,"DM","M",33,24,"Dipodomys","merriami","Rodent","Control"
"18180",18693,5,14,1991,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18181",18708,5,14,1991,4,"DM","M",35,31,"Dipodomys","merriami","Rodent","Control"
"18182",18709,5,14,1991,4,"DM","F",36,43,"Dipodomys","merriami","Rodent","Control"
"18183",18711,5,14,1991,4,"DM","M",35,44,"Dipodomys","merriami","Rodent","Control"
"18184",18775,6,14,1991,4,"DM","M",34,25,"Dipodomys","merriami","Rodent","Control"
"18185",18777,6,14,1991,4,"DM","M",37,39,"Dipodomys","merriami","Rodent","Control"
"18186",18786,6,14,1991,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18187",18787,6,14,1991,4,"DM","M",35,33,"Dipodomys","merriami","Rodent","Control"
"18188",18789,6,14,1991,4,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"18189",18794,6,14,1991,4,"DM","M",25,30,"Dipodomys","merriami","Rodent","Control"
"18190",18799,6,14,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18191",18806,6,14,1991,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18192",18860,7,13,1991,4,"DM","M",39,41,"Dipodomys","merriami","Rodent","Control"
"18193",18867,7,13,1991,4,"DM","M",34,31,"Dipodomys","merriami","Rodent","Control"
"18194",18869,7,13,1991,4,"DM","M",35,26,"Dipodomys","merriami","Rodent","Control"
"18195",18875,7,13,1991,4,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"18196",18888,7,13,1991,4,"DM","M",35,39,"Dipodomys","merriami","Rodent","Control"
"18197",18890,7,13,1991,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18198",18900,7,13,1991,4,"DM","M",35,35,"Dipodomys","merriami","Rodent","Control"
"18199",18956,8,8,1991,4,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"18200",18967,8,8,1991,4,"DM","M",37,37,"Dipodomys","merriami","Rodent","Control"
"18201",18972,8,8,1991,4,"DM","M",38,39,"Dipodomys","merriami","Rodent","Control"
"18202",18987,8,8,1991,4,"DM","M",35,38,"Dipodomys","merriami","Rodent","Control"
"18203",18991,8,8,1991,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18204",18997,8,8,1991,4,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"18205",19077,9,11,1991,4,"DM","F",37,55,"Dipodomys","merriami","Rodent","Control"
"18206",19079,9,11,1991,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18207",19082,9,11,1991,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18208",19090,9,11,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18209",19092,9,11,1991,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18210",19145,10,11,1991,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18211",19162,10,11,1991,4,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"18212",19169,10,11,1991,4,"DM","F",38,54,"Dipodomys","merriami","Rodent","Control"
"18213",19175,10,11,1991,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18214",19176,10,11,1991,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18215",19318,11,15,1991,4,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"18216",19322,11,15,1991,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18217",19330,11,15,1991,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18218",19333,11,15,1991,4,"DM","F",39,50,"Dipodomys","merriami","Rodent","Control"
"18219",19334,11,15,1991,4,"DM","F",37,45,"Dipodomys","merriami","Rodent","Control"
"18220",19346,11,15,1991,4,"DM","F",35,37,"Dipodomys","merriami","Rodent","Control"
"18221",19353,11,15,1991,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18222",19363,11,15,1991,4,"DM","M",36,54,"Dipodomys","merriami","Rodent","Control"
"18223",19459,12,8,1991,4,"DM","F",36,40,"Dipodomys","merriami","Rodent","Control"
"18224",19467,12,8,1991,4,"DM","M",39,43,"Dipodomys","merriami","Rodent","Control"
"18225",19487,12,8,1991,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18226",19498,12,8,1991,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18227",19507,12,8,1991,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18228",19510,12,8,1991,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18229",19591,1,9,1992,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18230",19601,1,9,1992,4,"DM","F",35,36,"Dipodomys","merriami","Rodent","Control"
"18231",19618,1,9,1992,4,"DM","M",35,48,"Dipodomys","merriami","Rodent","Control"
"18232",19620,1,9,1992,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18233",19680,2,7,1992,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18234",19704,2,7,1992,4,"DM","F",38,38,"Dipodomys","merriami","Rodent","Control"
"18235",19713,2,7,1992,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18236",19717,2,7,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18237",19766,3,7,1992,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18238",19769,3,7,1992,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18239",19778,3,7,1992,4,"DM","M",37,32,"Dipodomys","merriami","Rodent","Control"
"18240",19809,3,7,1992,4,"DM","F",36,33,"Dipodomys","merriami","Rodent","Control"
"18241",19814,3,7,1992,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18242",19819,3,7,1992,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18243",19902,4,5,1992,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"18244",19904,4,5,1992,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18245",19907,4,5,1992,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18246",19909,4,5,1992,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18247",19919,4,5,1992,4,"DM","F",34,44,"Dipodomys","merriami","Rodent","Control"
"18248",19925,4,5,1992,4,"DM","F",34,38,"Dipodomys","merriami","Rodent","Control"
"18249",19981,5,3,1992,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18250",19984,5,3,1992,4,"DM","F",36,50,"Dipodomys","merriami","Rodent","Control"
"18251",19991,5,3,1992,4,"DM","F",38,56,"Dipodomys","merriami","Rodent","Control"
"18252",19993,5,3,1992,4,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"18253",19999,5,3,1992,4,"DM","M",36,52,"Dipodomys","merriami","Rodent","Control"
"18254",20050,5,31,1992,4,"DM","F",38,47,"Dipodomys","merriami","Rodent","Control"
"18255",20059,5,31,1992,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18256",20063,5,31,1992,4,"DM","F",37,51,"Dipodomys","merriami","Rodent","Control"
"18257",20066,5,31,1992,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18258",20074,5,31,1992,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18259",20129,7,4,1992,4,"DM","M",31,46,"Dipodomys","merriami","Rodent","Control"
"18260",20154,7,4,1992,4,"DM","F",37,38,"Dipodomys","merriami","Rodent","Control"
"18261",20162,7,4,1992,4,"DM","F",37,55,"Dipodomys","merriami","Rodent","Control"
"18262",20213,7,31,1992,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18263",20236,7,31,1992,4,"DM","F",34,39,"Dipodomys","merriami","Rodent","Control"
"18264",20290,8,30,1992,4,"DM","M",33,46,"Dipodomys","merriami","Rodent","Control"
"18265",20373,9,27,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18266",20375,9,27,1992,4,"DM","M",35,49,"Dipodomys","merriami","Rodent","Control"
"18267",20482,10,19,1992,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18268",20510,10,19,1992,4,"DM","F",34,40,"Dipodomys","merriami","Rodent","Control"
"18269",20569,12,22,1992,4,"DM","F",35,39,"Dipodomys","merriami","Rodent","Control"
"18270",20665,2,26,1993,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18271",20678,2,26,1993,4,"DM","F",34,41,"Dipodomys","merriami","Rodent","Control"
"18272",20762,3,18,1993,4,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"18273",20814,4,24,1993,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18274",20820,4,24,1993,4,"DM","F",32,46,"Dipodomys","merriami","Rodent","Control"
"18275",20879,5,23,1993,4,"DM","F",35,41,"Dipodomys","merriami","Rodent","Control"
"18276",20890,5,23,1993,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18277",20944,6,19,1993,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18278",20947,6,19,1993,4,"DM","F",36,52,"Dipodomys","merriami","Rodent","Control"
"18279",20955,6,19,1993,4,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
"18280",21013,7,15,1993,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18281",21066,8,20,1993,4,"DM","M",39,51,"Dipodomys","merriami","Rodent","Control"
"18282",21076,8,20,1993,4,"DM","M",37,31,"Dipodomys","merriami","Rodent","Control"
"18283",21084,8,20,1993,4,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"18284",21186,10,16,1993,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18285",21187,10,16,1993,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18286",21195,10,16,1993,4,"DM","F",38,37,"Dipodomys","merriami","Rodent","Control"
"18287",21249,11,14,1993,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18288",21254,11,14,1993,4,"DM","M",35,42,"Dipodomys","merriami","Rodent","Control"
"18289",21267,11,14,1993,4,"DM","F",38,34,"Dipodomys","merriami","Rodent","Control"
"18290",21302,12,15,1993,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18291",21307,12,15,1993,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18292",21312,12,15,1993,4,"DM","F",34,35,"Dipodomys","merriami","Rodent","Control"
"18293",21344,2,2,1994,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18294",21348,2,2,1994,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18295",21354,2,2,1994,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18296",21403,2,21,1994,4,"DM","F",36,45,"Dipodomys","merriami","Rodent","Control"
"18297",21409,2,21,1994,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18298",21412,2,21,1994,4,"DM","M",34,37,"Dipodomys","merriami","Rodent","Control"
"18299",21414,2,21,1994,4,"DM","F",37,39,"Dipodomys","merriami","Rodent","Control"
"18300",21415,2,21,1994,4,"DM","M",35,50,"Dipodomys","merriami","Rodent","Control"
"18301",21460,3,12,1994,4,"DM","F",38,54,"Dipodomys","merriami","Rodent","Control"
"18302",21461,3,12,1994,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18303",21472,3,12,1994,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18304",21476,3,12,1994,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18305",21520,4,11,1994,4,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"18306",21529,4,11,1994,4,"DM","F",37,41,"Dipodomys","merriami","Rodent","Control"
"18307",21542,4,11,1994,4,"DM","M",36,23,"Dipodomys","merriami","Rodent","Control"
"18308",21549,4,11,1994,4,"DM","F",34,24,"Dipodomys","merriami","Rodent","Control"
"18309",21584,5,19,1994,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18310",21586,5,19,1994,4,"DM","M",36,26,"Dipodomys","merriami","Rodent","Control"
"18311",21587,5,19,1994,4,"DM","M",39,51,"Dipodomys","merriami","Rodent","Control"
"18312",21592,5,19,1994,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18313",21651,6,15,1994,4,"DM","F",35,19,"Dipodomys","merriami","Rodent","Control"
"18314",21681,7,9,1994,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18315",21738,8,18,1994,4,"DM","F",36,56,"Dipodomys","merriami","Rodent","Control"
"18316",21797,9,7,1994,4,"DM","F",36,28,"Dipodomys","merriami","Rodent","Control"
"18317",21844,10,13,1994,4,"DM","F",37,37,"Dipodomys","merriami","Rodent","Control"
"18318",21846,10,13,1994,4,"DM","F",22,14,"Dipodomys","merriami","Rodent","Control"
"18319",21854,10,13,1994,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18320",21866,10,13,1994,4,"DM","M",36,39,"Dipodomys","merriami","Rodent","Control"
"18321",21917,11,2,1994,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18322",21922,11,2,1994,4,"DM","F",36,36,"Dipodomys","merriami","Rodent","Control"
"18323",21969,12,5,1994,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18324",21988,12,5,1994,4,"DM","F",36,38,"Dipodomys","merriami","Rodent","Control"
"18325",22018,1,12,1995,4,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"18326",22021,1,12,1995,4,"DM","M",37,43,"Dipodomys","merriami","Rodent","Control"
"18327",22078,2,5,1995,4,"DM","M",36,44,"Dipodomys","merriami","Rodent","Control"
"18328",22084,2,5,1995,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18329",22094,2,5,1995,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18330",22102,2,5,1995,4,"DM","F",35,43,"Dipodomys","merriami","Rodent","Control"
"18331",22135,3,5,1995,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18332",22143,3,5,1995,4,"DM","F",38,45,"Dipodomys","merriami","Rodent","Control"
"18333",22146,3,5,1995,4,"DM","M",36,42,"Dipodomys","merriami","Rodent","Control"
"18334",22160,3,5,1995,4,"DM","F",37,40,"Dipodomys","merriami","Rodent","Control"
"18335",22201,4,2,1995,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18336",22206,4,2,1995,4,"DM","M",37,31,"Dipodomys","merriami","Rodent","Control"
"18337",22209,4,2,1995,4,"DM","M",37,30,"Dipodomys","merriami","Rodent","Control"
"18338",22217,4,2,1995,4,"DM","F",37,51,"Dipodomys","merriami","Rodent","Control"
"18339",22263,4,30,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18340",22271,4,30,1995,4,"DM","F",48,47,"Dipodomys","merriami","Rodent","Control"
"18341",22290,4,30,1995,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18342",22324,6,8,1995,4,"DM","M",35,30,"Dipodomys","merriami","Rodent","Control"
"18343",22328,6,8,1995,4,"DM","M",37,53,"Dipodomys","merriami","Rodent","Control"
"18344",22333,6,8,1995,4,"DM","F",35,25,"Dipodomys","merriami","Rodent","Control"
"18345",22341,6,8,1995,4,"DM","F",36,51,"Dipodomys","merriami","Rodent","Control"
"18346",22344,6,8,1995,4,"DM","F",36,13,"Dipodomys","merriami","Rodent","Control"
"18347",22346,6,8,1995,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18348",22350,6,8,1995,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18349",22355,6,8,1995,4,"DM","F",34,35,"Dipodomys","merriami","Rodent","Control"
"18350",22398,6,28,1995,4,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"18351",22406,6,28,1995,4,"DM","F",38,46,"Dipodomys","merriami","Rodent","Control"
"18352",22411,6,28,1995,4,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"18353",22429,6,28,1995,4,"DM","F",35,40,"Dipodomys","merriami","Rodent","Control"
"18354",22490,7,21,1995,4,"DM","M",38,43,"Dipodomys","merriami","Rodent","Control"
"18355",22501,7,21,1995,4,"DM","F",36,57,"Dipodomys","merriami","Rodent","Control"
"18356",22522,7,21,1995,4,"DM","F",34,34,"Dipodomys","merriami","Rodent","Control"
"18357",22610,8,27,1995,4,"DM","M",37,46,"Dipodomys","merriami","Rodent","Control"
"18358",22628,8,27,1995,4,"DM","M",39,50,"Dipodomys","merriami","Rodent","Control"
"18359",22634,8,27,1995,4,"DM","F",36,49,"Dipodomys","merriami","Rodent","Control"
"18360",22747,9,24,1995,4,"DM","M",34,51,"Dipodomys","merriami","Rodent","Control"
"18361",22797,9,24,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18362",22808,9,24,1995,4,"DM","F",34,49,"Dipodomys","merriami","Rodent","Control"
"18363",22932,10,29,1995,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18364",22951,10,29,1995,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18365",22960,10,29,1995,4,"DM","F",36,34,"Dipodomys","merriami","Rodent","Control"
"18366",22972,10,29,1995,4,"DM","F",37,53,"Dipodomys","merriami","Rodent","Control"
"18367",22977,10,29,1995,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18368",23061,12,3,1995,4,"DM","M",38,53,"Dipodomys","merriami","Rodent","Control"
"18369",23067,12,3,1995,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18370",23097,12,3,1995,4,"DM","M",37,40,"Dipodomys","merriami","Rodent","Control"
"18371",23109,12,3,1995,4,"DM","F",38,63,"Dipodomys","merriami","Rodent","Control"
"18372",23112,12,3,1995,4,"DM","F",39,53,"Dipodomys","merriami","Rodent","Control"
"18373",23183,12,22,1995,4,"DM","F",37,52,"Dipodomys","merriami","Rodent","Control"
"18374",23190,12,22,1995,4,"DM","M",40,50,"Dipodomys","merriami","Rodent","Control"
"18375",23194,12,22,1995,4,"DM","M",36,45,"Dipodomys","merriami","Rodent","Control"
"18376",23201,12,22,1995,4,"DM","M",35,43,"Dipodomys","merriami","Rodent","Control"
"18377",23281,1,28,1996,4,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
"18378",23295,1,28,1996,4,"DM","M",36,46,"Dipodomys","merriami","Rodent","Control"
"18379",23300,1,28,1996,4,"DM","F",36,52,"Dipodomys","merriami","Rodent","Control"
"18380",23302,1,28,1996,4,"DM","M",38,54,"Dipodomys","merriami","Rodent","Control"
"18381",23303,1,28,1996,4,"DM","M",37,36,"Dipodomys","merriami","Rodent","Control"
"18382",23310,1,28,1996,4,"DM","F",38,62,"Dipodomys","merriami","Rodent","Control"
"18383",23424,2,25,1996,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18384",23427,2,25,1996,4,"DM","F",38,49,"Dipodomys","merriami","Rodent","Control"
"18385",23443,2,25,1996,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18386",23449,2,25,1996,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18387",23454,2,25,1996,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18388",23749,4,15,1996,4,"DM","F",37,49,"Dipodomys","merriami","Rodent","Control"
"18389",23759,4,15,1996,4,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"18390",23771,4,15,1996,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18391",23779,4,15,1996,4,"DM","F",37,47,"Dipodomys","merriami","Rodent","Control"
"18392",23813,4,15,1996,4,"DM","M",40,51,"Dipodomys","merriami","Rodent","Control"
"18393",23841,4,15,1996,4,"DM","M",35,47,"Dipodomys","merriami","Rodent","Control"
"18394",23855,4,15,1996,4,"DM","M",37,38,"Dipodomys","merriami","Rodent","Control"
"18395",23970,5,24,1996,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18396",23983,5,24,1996,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18397",24005,5,24,1996,4,"DM","M",38,51,"Dipodomys","merriami","Rodent","Control"
"18398",24096,6,14,1996,4,"DM","M",38,52,"Dipodomys","merriami","Rodent","Control"
"18399",24111,6,14,1996,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18400",24115,6,14,1996,4,"DM","M",38,47,"Dipodomys","merriami","Rodent","Control"
"18401",24153,6,14,1996,4,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"18402",24231,7,21,1996,4,"DM","M",39,49,"Dipodomys","merriami","Rodent","Control"
"18403",24237,7,21,1996,4,"DM","M",40,51,"Dipodomys","merriami","Rodent","Control"
"18404",24256,7,21,1996,4,"DM","M",37,47,"Dipodomys","merriami","Rodent","Control"
"18405",24275,7,21,1996,4,"DM","M",38,45,"Dipodomys","merriami","Rodent","Control"
"18406",24345,8,15,1996,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18407",24356,8,15,1996,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18408",24460,9,22,1996,4,"DM","M",36,54,"Dipodomys","merriami","Rodent","Control"
"18409",24475,9,22,1996,4,"DM","M",38,51,"Dipodomys","merriami","Rodent","Control"
"18410",24512,9,22,1996,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18411",24618,10,13,1996,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18412",24626,10,13,1996,4,"DM","F",36,41,"Dipodomys","merriami","Rodent","Control"
"18413",24631,10,13,1996,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18414",24646,10,13,1996,4,"DM","M",38,42,"Dipodomys","merriami","Rodent","Control"
"18415",24651,10,13,1996,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18416",24731,11,17,1996,4,"DM","F",36,39,"Dipodomys","merriami","Rodent","Control"
"18417",24738,11,17,1996,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18418",24758,11,17,1996,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18419",24765,11,17,1996,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18420",24771,11,17,1996,4,"DM","M",38,46,"Dipodomys","merriami","Rodent","Control"
"18421",24773,11,17,1996,4,"DM","M",38,44,"Dipodomys","merriami","Rodent","Control"
"18422",24871,12,19,1996,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18423",24878,12,19,1996,4,"DM","F",36,42,"Dipodomys","merriami","Rodent","Control"
"18424",24880,12,19,1996,4,"DM","M",37,49,"Dipodomys","merriami","Rodent","Control"
"18425",24881,12,19,1996,4,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
"18426",24893,12,19,1996,4,"DM","M",36,40,"Dipodomys","merriami","Rodent","Control"
"18427",24909,12,19,1996,4,"DM","M",40,51,"Dipodomys","merriami","Rodent","Control"
"18428",24918,12,19,1996,4,"DM","M",37,51,"Dipodomys","merriami","Rodent","Control"
"18429",25037,2,9,1997,4,"DM","M",36,51,"Dipodomys","merriami","Rodent","Control"
"18430",25043,2,9,1997,4,"DM","F",38,40,"Dipodomys","merriami","Rodent","Control"
"18431",25044,2,9,1997,4,"DM","M",38,53,"Dipodomys","merriami","Rodent","Control"
"18432",25060,2,9,1997,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18433",25064,2,9,1997,4,"DM","M",37,45,"Dipodomys","merriami","Rodent","Control"
"18434",25072,2,9,1997,4,"DM","M",35,56,"Dipodomys","merriami","Rodent","Control"
"18435",25098,2,9,1997,4,"DM","F",36,47,"Dipodomys","merriami","Rodent","Control"
"18436",25103,2,9,1997,4,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"18437",25123,2,9,1997,4,"DM","M",40,48,"Dipodomys","merriami","Rodent","Control"
"18438",25131,2,9,1997,4,"DM","M",36,47,"Dipodomys","merriami","Rodent","Control"
"18439",25155,2,9,1997,4,"DM","M",36,48,"Dipodomys","merriami","Rodent","Control"
"18440",25315,3,16,1997,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18441",25322,3,16,1997,4,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"18442",25324,3,16,1997,4,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"18443",25349,3,16,1997,4,"DM","M",37,44,"Dipodomys","merriami","Rodent","Control"
"18444",25381,3,16,1997,4,"DM","M",35,51,"Dipodomys","merriami","Rodent","Control"
"18445",25383,3,16,1997,4,"DM","F",36,44,"Dipodomys","merriami","Rodent","Control"
"18446",25393,3,16,1997,4,"DM","M",39,52,"Dipodomys","merriami","Rodent","Control"
"18447",25565,4,13,1997,4,"DM","M",36,50,"Dipodomys","merriami","Rodent","Control"
"18448",25572,4,13,1997,4,"DM","F",35,46,"Dipodomys","merriami","Rodent","Control"
"18449",25614,4,13,1997,4,"DM","F",37,59,"Dipodomys","merriami","Rodent","Control"
"18450",25618,4,13,1997,4,"DM","M",37,55,"Dipodomys","merriami","Rodent","Control"
"18451",25642,4,13,1997,4,"DM","M",38,49,"Dipodomys","merriami","Rodent","Control"
"18452",25670,4,13,1997,4,"DM","M",35,50,"Dipodomys","merriami","Rodent","Control"
"18453",25861,5,11,1997,4,"DM","M",37,52,"Dipodomys","merriami","Rodent","Control"
"18454",25907,5,11,1997,4,"DM","F",36,58,"Dipodomys","merriami","Rodent","Control"
"18455",25911,5,11,1997,4,"DM","M",37,50,"Dipodomys","merriami","Rodent","Control"
"18456",25925,5,11,1997,4,"DM","F",36,48,"Dipodomys","merriami","Rodent","Control"
"18457",25946,6,9,1997,4,"DM","M",38,52,"Dipodomys","merriami","Rodent","Control"
"18458",25947,6,9,1997,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
"18459",25982,6,9,1997,4,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"18460",25987,6,9,1997,4,"DM","M",37,42,"Dipodomys","merriami","Rodent","Control"
"18461",25988,6,9,1997,4,"DM","M",38,50,"Dipodomys","merriami","Rodent","Control"
"18462",26011,6,9,1997,4,"DM","F",37,43,"Dipodomys","merriami","Rodent","Control"
"18463",26016,6,9,1997,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18464",26029,6,9,1997,4,"DM","M",36,43,"Dipodomys","merriami","Rodent","Control"
"18465",26265,7,9,1997,4,"DM","M",36,49,"Dipodomys","merriami","Rodent","Control"
"18466",26276,7,9,1997,4,"DM","F",36,30,"Dipodomys","merriami","Rodent","Control"
"18467",26311,7,9,1997,4,"DM","F",35,42,"Dipodomys","merriami","Rodent","Control"
"18468",26324,7,9,1997,4,"DM","M",38,48,"Dipodomys","merriami","Rodent","Control"
"18469",26419,7,9,1997,4,"DM","M",37,48,"Dipodomys","merriami","Rodent","Control"
"18470",26478,7,9,1997,4,"DM","F",37,42,"Dipodomys","merriami","Rodent","Control"
