record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
5967,5,22,1982,6,PP,F,22,17
7762,4,17,1983,6,PP,F,21,12
7910,5,15,1983,6,PP,F,21,19
8252,8,16,1983,6,PP,F,22,12
8404,9,11,1983,6,PP,F,22,17
9351,7,4,1984,6,PP,F,22,15
9550,9,29,1984,6,PP,M,21,17
9623,10,20,1984,6,PP,M,20,12
10176,4,20,1985,6,PP,F,21,16
10736,9,21,1985,6,PP,F,22,17
11673,7,3,1986,6,PP,F,21,17
11810,9,6,1986,6,PP,F,22,17
11827,9,6,1986,6,PP,F,21,20
13239,8,25,1987,6,PP,F,21,15
13392,9,26,1987,6,PP,F,21,15
14585,6,11,1988,6,PP,M,22,22
14666,7,14,1988,6,PP,F,18,21
14677,7,14,1988,6,PP,F,22,21
14689,7,14,1988,6,PP,M,23,23
14751,8,9,1988,6,PP,M,20,11
14770,8,9,1988,6,PP,F,21,22
14773,8,9,1988,6,PP,F,20,10
14788,8,9,1988,6,PP,F,20,11
14853,9,11,1988,6,PP,M,25,28
14866,9,11,1988,6,PP,F,22,17
14872,9,11,1988,6,PP,M,23,15
14969,10,8,1988,6,PP,F,22,16
15906,4,1,1989,6,PP,F,21,16
16044,5,11,1989,6,PP,M,24,22
16046,5,11,1989,6,PP,F,23,19
16048,5,11,1989,6,PP,M,22,19
16328,7,29,1989,6,PP,F,22,19
16332,7,29,1989,6,PP,M,19,10
16417,9,3,1989,6,PP,M,22,17
16447,9,3,1989,6,PP,F,22,18
16541,10,8,1989,6,PP,F,23,18
16548,10,8,1989,6,PP,M,22,14
16649,11,4,1989,6,PP,M,22,15
16735,12,4,1989,6,PP,M,22,17
17433,4,26,1990,6,PP,M,22,18
17434,4,26,1990,6,PP,F,21,17
17553,5,25,1990,6,PP,M,20,19
17672,7,21,1990,6,PP,M,22,20
17684,7,21,1990,6,PP,F,21,17
17744,8,16,1990,6,PP,F,21,18
17758,8,16,1990,6,PP,M,22,20
18690,5,14,1991,6,PP,M,22,16
18862,7,13,1991,6,PP,F,20,19
18865,7,13,1991,6,PP,F,22,17
18894,7,13,1991,6,PP,F,20,19
18963,8,8,1991,6,PP,F,11,9
18984,8,8,1991,6,PP,F,22,15
18986,8,8,1991,6,PP,F,16,16
19081,9,11,1991,6,PP,F,21,16
19083,9,11,1991,6,PP,F,21,17
19149,10,11,1991,6,PP,F,21,15
19151,10,11,1991,6,PP,M,20,14
19327,11,15,1991,6,PP,M,19,15
19484,12,8,1991,6,PP,M,21,15
19758,3,7,1992,6,PP,M,21,14
19905,4,5,1992,6,PP,M,22,19
19934,4,5,1992,6,PP,M,22,18
19975,5,3,1992,6,PP,M,19,20
19983,5,3,1992,6,PP,F,21,21
19987,5,3,1992,6,PP,M,22,19
20052,5,31,1992,6,PP,F,20,18
20313,8,30,1992,6,PP,M,21,12
20316,8,30,1992,6,PP,M,20,13
20374,9,27,1992,6,PP,M,16,18
20403,9,27,1992,6,PP,F,14,16
20415,9,27,1992,6,PP,F,22,17
20503,10,19,1992,6,PP,F,21,16
20739,3,18,1993,6,PP,M,21,21
20934,6,19,1993,6,PP,M,20,10
20957,6,19,1993,6,PP,F,21,21
21007,7,15,1993,6,PP,M,21,17
21024,7,15,1993,6,PP,F,21,19
21069,8,20,1993,6,PP,M,22,11
21123,9,17,1993,6,PP,F,22,13
21197,10,16,1993,6,PP,F,20,9
21539,4,11,1994,6,PP,M,22,16
21748,8,18,1994,6,PP,M,23,20
21749,8,18,1994,6,PP,M,22,14
21865,10,13,1994,6,PP,M,22,14
21925,11,2,1994,6,PP,M,22,14
22157,3,5,1995,6,PP,M,23,16
22630,8,27,1995,6,PP,F,23,17
22654,8,27,1995,6,PP,F,23,19
22772,9,24,1995,6,PP,M,20,20
22952,10,29,1995,6,PP,F,21,16
22985,10,29,1995,6,PP,F,22,18
24331,8,15,1996,6,PP,M,23,15
24375,8,15,1996,6,PP,M,22,15
24461,9,22,1996,6,PP,F,21,15
24465,9,22,1996,6,PP,M,22,16
24522,9,22,1996,6,PP,F,23,14
24625,10,13,1996,6,PP,M,21,15
24644,10,13,1996,6,PP,M,22,16
24661,10,13,1996,6,PP,M,22,17
25399,3,16,1997,6,PP,M,21,17
25410,3,16,1997,6,PP,M,22,16
25649,4,13,1997,6,PP,M,21,19
25657,4,13,1997,6,PP,M,22,19
25664,4,13,1997,6,PP,M,21,20
25855,5,11,1997,6,PP,M,21,18
25862,5,11,1997,6,PP,M,22,22
25995,6,9,1997,6,PP,M,21,15
26489,7,9,1997,6,PP,M,21,14
27842,5,3,1998,6,PP,M,21,20
27848,5,3,1998,6,PP,F,22,17
28001,5,29,1998,6,PP,F,22,18
28151,6,28,1998,6,PP,F,22,19
28302,7,19,1998,6,PP,F,20,18
28433,8,23,1998,6,PP,F,22,17
29516,4,18,1999,6,PP,M,19,12
29645,5,16,1999,6,PP,M,20,13
29909,10,10,1999,6,PP,M,22,14
30006,11,7,1999,6,PP,M,21,16
30008,11,7,1999,6,PP,M,20,16
30122,12,6,1999,6,PP,M,21,16
30123,12,6,1999,6,PP,M,20,14
30235,1,10,2000,6,PP,M,23,21
30236,1,10,2000,6,PP,M,22,16
30237,1,10,2000,6,PP,M,22,19
30371,2,6,2000,6,PP,M,21,17
30372,2,6,2000,6,PP,M,20,16
30375,2,6,2000,6,PP,M,21,21
30522,3,5,2000,6,PP,M,21,17
30523,3,5,2000,6,PP,F,22,18
30650,4,31,2000,6,PP,F,22,19
30653,4,31,2000,6,PP,M,23,20
30654,4,31,2000,6,PP,M,23,24
30656,4,31,2000,6,PP,F,24,17
30830,6,4,2000,6,PP,M,21,16
30831,6,4,2000,6,PP,F,21,9
30832,6,4,2000,6,PP,M,20,9
30833,6,4,2000,6,PP,M,20,9
30834,6,4,2000,6,PP,F,21,11
30838,6,4,2000,6,PP,F,22,18
30839,6,4,2000,6,PP,M,22,17
31009,7,2,2000,6,PP,F,19,13
31010,7,2,2000,6,PP,F,22,13
31013,7,2,2000,6,PP,M,20,19
31014,7,2,2000,6,PP,M,22,14
31300,8,26,2000,6,PP,F,21,14
31301,8,26,2000,6,PP,F,19,13
31304,8,26,2000,6,PP,F,21,18
31306,8,26,2000,6,PP,M,20,13
31459,9,31,2000,6,PP,F,20,13
31997,4,22,2001,6,PP,M,21,23
31999,4,22,2001,6,PP,F,21,20
32000,4,22,2001,6,PP,M,22,22
32278,7,22,2001,6,PP,F,22,16
32280,7,22,2001,6,PP,M,22,15
32282,7,22,2001,6,PP,F,22,21
32287,7,22,2001,6,PP,F,23,17
32288,7,22,2001,6,PP,F,21,17
32502,8,26,2001,6,PP,F,22,17
32506,8,26,2001,6,PP,F,22,17
32511,8,26,2001,6,PP,F,22,20
32512,8,26,2001,6,PP,F,22,16
32514,8,26,2001,6,PP,F,22,15
32722,9,23,2001,6,PP,F,22,15
32937,10,14,2001,6,PP,F,23,16
33750,4,16,2002,6,PP,F,22,17
33752,4,16,2002,6,PP,F,23,16
33756,4,16,2002,6,PP,M,22,20
34092,5,16,2002,6,PP,M,24,21
34094,5,16,2002,6,PP,F,22,20
34096,5,16,2002,6,PP,M,22,20
34099,5,16,2002,6,PP,F,22,22
34102,5,16,2002,6,PP,M,23,17
34313,6,16,2002,6,PP,M,21,8
34315,6,16,2002,6,PP,F,22,17
34317,6,16,2002,6,PP,F,21,15
34319,6,16,2002,6,PP,F,22,19
34320,6,16,2002,6,PP,M,23,18
34561,7,14,2002,6,PP,F,21,12
34562,7,14,2002,6,PP,F,23,19
34563,7,14,2002,6,PP,F,21,15
34566,7,14,2002,6,PP,M,19,11
34567,7,14,2002,6,PP,M,24,19
34578,7,14,2002,6,PP,F,23,18
34744,9,10,2002,6,PP,F,21,17
34747,9,10,2002,6,PP,F,21,20
34888,10,6,2002,6,PP,M,22,17
34891,10,6,2002,6,PP,F,21,20
34892,10,6,2002,6,PP,M,20,15
35080,11,10,2002,6,PP,M,20,14
35129,11,10,2002,6,PP,M,21,17
26467,7,9,1997,6,SH,M,26,38
26479,7,9,1997,6,SH,F,31,38
32002,4,22,2001,6,SH,F,29,132
32099,5,27,2001,6,SH,F,30,86
32101,5,27,2001,6,SH,F,29,123
32283,7,22,2001,6,SH,M,24,28
33679,3,14,2002,6,SH,M,29,64
34091,5,16,2002,6,SH,F,29,75
2119,10,25,1979,6,OT,F,21,23
2153,11,17,1979,6,OT,F,20,23
2348,1,16,1980,6,OT,F,21,20
3372,10,12,1980,6,OT,M,19,22
3753,1,12,1981,6,OT,M,20,24
5626,3,30,1982,6,OT,M,21,26
6379,8,15,1982,6,OT,F,20,26
6806,10,24,1982,6,OT,M,21,24
6929,10,24,1982,6,OT,F,19,27
6940,10,24,1982,6,OT,F,20,22
7131,11,22,1982,6,OT,F,19,27
7134,11,22,1982,6,OT,M,21,24
7557,3,15,1983,6,OT,M,19,27
7630,3,15,1983,6,OT,F,21,26
8805,12,9,1983,6,OT,F,21,28
9554,9,29,1984,6,OT,F,21,23
9834,1,19,1985,6,OT,M,20,23
9844,1,19,1985,6,OT,F,20,20
9857,1,19,1985,6,OT,M,21,22
12505,4,4,1987,6,OT,F,17,11
12913,6,30,1987,6,OT,M,21,25
14755,8,9,1988,6,OT,M,18,22
14783,8,9,1988,6,OT,M,21,17
14863,9,11,1988,6,OT,M,21,26
14953,10,8,1988,6,OT,F,20,20
15327,1,10,1989,6,OT,F,21,29
15879,4,1,1989,6,OT,F,20,27
16602,11,4,1989,6,OT,F,20,28
17668,7,21,1990,6,OT,M,20,29
19003,8,8,1991,6,OT,F,21,21
22613,8,27,1995,6,OT,M,20,19
22625,8,27,1995,6,OT,M,19,25
22659,8,27,1995,6,OT,F,20,23
22826,9,24,1995,6,OT,M,20,24
22930,10,29,1995,6,OT,F,17,27
23608,3,24,1996,6,OT,F,19,30
24357,8,15,1996,6,OT,M,20,22
24380,8,15,1996,6,OT,M,20,24
24383,8,15,1996,6,OT,F,21,21
24470,9,22,1996,6,OT,F,20,25
24604,10,13,1996,6,OT,F,20,17
24643,10,13,1996,6,OT,M,20,23
24656,10,13,1996,6,OT,F,21,22
24762,11,17,1996,6,OT,F,20,18
24776,11,17,1996,6,OT,M,20,21
24783,11,17,1996,6,OT,M,20,20
24786,11,17,1996,6,OT,F,22,25
24902,12,19,1996,6,OT,F,20,23
25053,2,9,1997,6,OT,F,22,25
25325,3,16,1997,6,OT,F,19,24
25340,3,16,1997,6,OT,F,20,36
25841,5,11,1997,6,OT,F,20,26
25931,5,11,1997,6,OT,M,19,28
25943,6,9,1997,6,OT,F,21,25
26004,6,9,1997,6,OT,M,20,19
26008,6,9,1997,6,OT,M,20,25
26277,7,9,1997,6,OT,M,20,14
26306,7,9,1997,6,OT,M,20,27
26427,7,9,1997,6,OT,F,20,26
26450,7,9,1997,6,OT,M,21,20
26664,7,30,1997,6,OT,F,21,29
26722,7,30,1997,6,OT,M,20,24
26947,9,28,1997,6,OT,M,21,24
27058,10,26,1997,6,OT,F,20,21
27106,10,26,1997,6,OT,M,20,27
27120,10,26,1997,6,OT,M,21,26
27259,11,22,1997,6,OT,M,21,22
27394,12,29,1997,6,OT,F,21,28
27407,12,29,1997,6,OT,F,20,20
27498,2,1,1998,6,OT,F,20,20
27510,2,1,1998,6,OT,M,20,23
27530,2,1,1998,6,OT,F,20,21
27535,2,1,1998,6,OT,M,20,23
27937,5,29,1998,6,OT,M,20,21
27946,5,29,1998,6,OT,M,22,27
27978,5,29,1998,6,OT,F,20,18
28100,6,28,1998,6,OT,M,19,24
28148,6,28,1998,6,OT,M,22,29
28152,6,28,1998,6,OT,M,20,30
28256,7,19,1998,6,OT,F,20,35
28431,8,23,1998,6,OT,F,19,22
28436,8,23,1998,6,OT,M,20,28
28753,10,25,1998,6,OT,M,21,27
28757,10,25,1998,6,OT,F,21,22
28758,10,25,1998,6,OT,M,20,22
28887,11,22,1998,6,OT,F,21,29
28888,11,22,1998,6,OT,M,20,27
28889,11,22,1998,6,OT,F,21,23
28987,12,23,1998,6,OT,F,21,31
29109,1,17,1999,6,OT,F,20,33
29111,1,17,1999,6,OT,M,20,29
29113,1,17,1999,6,OT,F,21,23
29253,2,21,1999,6,OT,F,21,22
29255,2,21,1999,6,OT,M,21,28
29256,2,21,1999,6,OT,F,21,29
29385,3,15,1999,6,OT,F,21,30
29388,3,15,1999,6,OT,F,20,25
29517,4,18,1999,6,OT,F,20,22
29518,4,18,1999,6,OT,M,20,27
29519,4,18,1999,6,OT,M,20,25
29520,4,18,1999,6,OT,F,21,27
29644,5,16,1999,6,OT,M,20,30
29784,6,13,1999,6,OT,F,22,36
29907,10,10,1999,6,OT,M,20,23
30007,11,7,1999,6,OT,F,20,22
30124,12,6,1999,6,OT,F,19,20
30233,1,10,2000,6,OT,F,20,20
30234,1,10,2000,6,OT,M,20,27
30373,2,6,2000,6,OT,M,21,26
30515,3,5,2000,6,OT,M,20,25
30516,3,5,2000,6,OT,M,20,31
30518,3,5,2000,6,OT,F,19,26
30655,4,31,2000,6,OT,M,20,33
31303,8,26,2000,6,OT,M,21,26
31460,9,31,2000,6,OT,F,20,24
31572,11,26,2000,6,OT,F,19,25
31573,11,26,2000,6,OT,F,19,22
31577,11,26,2000,6,OT,M,21,23
31678,12,23,2000,6,OT,M,21,22
31680,12,23,2000,6,OT,F,20,24
31681,12,23,2000,6,OT,M,20,21
31682,12,23,2000,6,OT,F,21,23
31761,1,22,2001,6,OT,M,21,24
31762,1,22,2001,6,OT,F,20,26
32104,5,27,2001,6,OT,F,20,34
32106,5,27,2001,6,OT,F,20,14
32507,8,26,2001,6,OT,M,20,20
32513,8,26,2001,6,OT,M,20,21
32727,9,23,2001,6,OT,M,20,23
32939,10,14,2001,6,OT,M,20,22
32940,10,14,2001,6,OT,F,20,27
33154,11,18,2001,6,OT,F,20,27
33508,2,10,2002,6,OT,M,20,25
33669,3,14,2002,6,OT,M,20,25
33675,3,14,2002,6,OT,F,21,26
33751,4,16,2002,6,OT,F,21,26
35083,11,10,2002,6,OT,M,19,23
35307,12,8,2002,6,OT,M,19,21
35320,12,8,2002,6,OT,F,20,24
35505,12,31,2002,6,OT,F,19,24
1284,9,4,1978,6,DO,M,33,45
5033,11,23,1981,6,DO,F,36,49
5040,11,23,1981,6,DO,F,37,59
5043,11,23,1981,6,DO,M,38,58
5415,2,23,1982,6,DO,M,36,56
5609,3,30,1982,6,DO,F,34,48
6814,10,24,1982,6,DO,F,36,47
7072,11,22,1982,6,DO,F,36,46
7261,1,13,1983,6,DO,M,34,48
7282,1,13,1983,6,DO,F,36,47
7287,1,13,1983,6,DO,F,35,56
7304,1,13,1983,6,DO,M,34,48
7376,2,27,1983,6,DO,F,34,49
7562,3,15,1983,6,DO,M,35,53
7565,3,15,1983,6,DO,M,34,47
7589,3,15,1983,6,DO,F,35,45
7604,3,15,1983,6,DO,F,37,58
7609,3,15,1983,6,DO,M,36,52
7734,4,17,1983,6,DO,M,36,54
7752,4,17,1983,6,DO,F,36,61
7781,4,17,1983,6,DO,M,36,51
8406,9,11,1983,6,DO,F,35,55
8897,2,5,1984,6,DO,M,37,52
9163,5,13,1984,6,DO,M,35,51
9647,10,20,1984,6,DO,M,36,46
9717,12,30,1984,6,DO,M,35,61
9738,12,30,1984,6,DO,F,34,60
9741,12,30,1984,6,DO,F,34,51
9792,1,19,1985,6,DO,M,35,48
9817,1,19,1985,6,DO,F,36,44
9824,1,19,1985,6,DO,M,35,44
9838,1,19,1985,6,DO,M,35,43
9846,1,19,1985,6,DO,F,33,34
9849,1,19,1985,6,DO,F,33,39
9852,1,19,1985,6,DO,F,33,39
9943,2,16,1985,6,DO,M,35,52
9960,2,16,1985,6,DO,F,36,53
9963,2,16,1985,6,DO,F,33,40
9968,2,16,1985,6,DO,F,33,42
9969,2,16,1985,6,DO,M,34,47
9972,2,16,1985,6,DO,M,37,43
10064,3,16,1985,6,DO,F,34,42
10070,3,16,1985,6,DO,M,36,47
10072,3,16,1985,6,DO,F,37,45
10077,3,16,1985,6,DO,M,36,46
10139,4,20,1985,6,DO,F,47,50
10185,4,20,1985,6,DO,F,34,31
10209,4,20,1985,6,DO,M,33,55
10214,4,20,1985,6,DO,M,36,53
10227,4,20,1985,6,DO,M,36,60
10371,5,23,1985,6,DO,F,35,60
10392,5,23,1985,6,DO,M,34,51
10397,5,23,1985,6,DO,F,31,29
10456,6,15,1985,6,DO,F,35,50
10473,6,15,1985,6,DO,F,33,40
10477,6,15,1985,6,DO,M,35,51
10549,7,23,1985,6,DO,F,35,54
10561,7,23,1985,6,DO,F,33,44
10652,8,19,1985,6,DO,M,36,56
10738,9,21,1985,6,DO,M,35,57
10855,10,12,1985,6,DO,M,37,39
10996,11,16,1985,6,DO,M,36,51
11001,11,16,1985,6,DO,M,35,50
11008,11,16,1985,6,DO,F,35,50
11134,12,7,1985,6,DO,M,36,53
11263,3,8,1986,6,DO,M,38,54
11278,3,8,1986,6,DO,M,37,55
11365,4,12,1986,6,DO,M,36,53
11460,5,10,1986,6,DO,M,32,46
11470,5,10,1986,6,DO,M,37,52
11474,5,10,1986,6,DO,M,34,53
11564,6,4,1986,6,DO,M,37,55
11636,7,3,1986,6,DO,M,34,45
11661,7,3,1986,6,DO,M,36,53
11746,8,9,1986,6,DO,F,35,44
11763,8,9,1986,6,DO,M,36,56
11825,9,6,1986,6,DO,F,33,35
11902,10,4,1986,6,DO,M,37,54
11978,11,15,1986,6,DO,F,32,34
11993,11,15,1986,6,DO,F,35,38
12004,11,15,1986,6,DO,M,36,54
12078,12,14,1986,6,DO,F,34,41
12097,12,14,1986,6,DO,F,35,43
12112,12,14,1986,6,DO,F,37,50
12201,1,31,1987,6,DO,F,33,36
12206,1,31,1987,6,DO,F,35,45
12330,3,1,1987,6,DO,F,35,42
12353,3,1,1987,6,DO,M,35,58
12367,3,1,1987,6,DO,F,35,41
12380,3,1,1987,6,DO,M,34,54
12384,3,1,1987,6,DO,M,36,53
12480,4,4,1987,6,DO,M,36,58
12482,4,4,1987,6,DO,M,36,56
12492,4,4,1987,6,DO,F,37,52
12499,4,4,1987,6,DO,M,36,57
12512,4,4,1987,6,DO,F,36,47
12620,4,25,1987,6,DO,F,36,50
12643,4,25,1987,6,DO,M,35,58
12656,4,25,1987,6,DO,M,34,41
12661,4,25,1987,6,DO,F,35,50
12665,4,25,1987,6,DO,M,36,53
12670,4,25,1987,6,DO,M,37,54
12755,5,28,1987,6,DO,M,35,32
12805,5,28,1987,6,DO,F,35,45
12848,5,28,1987,6,DO,M,36,55
12886,6,30,1987,6,DO,M,36,43
12901,6,30,1987,6,DO,F,33,38
12919,6,30,1987,6,DO,M,38,55
13195,8,25,1987,6,DO,M,37,48
13228,8,25,1987,6,DO,M,37,54
13246,8,25,1987,6,DO,F,37,44
13353,9,26,1987,6,DO,M,37,51
13383,9,26,1987,6,DO,M,35,49
13396,9,26,1987,6,DO,M,37,54
13505,10,24,1987,6,DO,M,37,54
13520,10,24,1987,6,DO,F,37,53
13532,10,24,1987,6,DO,F,35,47
13536,10,24,1987,6,DO,F,37,46
13646,11,21,1987,6,DO,F,37,49
13650,11,21,1987,6,DO,M,35,51
13687,11,21,1987,6,DO,M,37,52
13690,11,21,1987,6,DO,F,33,45
13702,11,21,1987,6,DO,F,35,49
13861,1,23,1988,6,DO,M,35,48
13873,1,23,1988,6,DO,M,35,53
13881,1,23,1988,6,DO,M,37,49
13890,1,23,1988,6,DO,F,36,50
14061,2,21,1988,6,DO,F,37,51
14063,2,21,1988,6,DO,M,37,50
14080,2,21,1988,6,DO,M,36,48
15186,12,13,1988,6,DO,M,36,48
20613,1,25,1993,6,DO,M,35,44
20667,2,26,1993,6,DO,M,35,47
20813,4,24,1993,6,DO,F,37,64
21251,11,14,1993,6,DO,M,36,50
23298,1,28,1996,6,DO,M,33,44
23772,4,15,1996,6,DO,M,35,42
23780,4,15,1996,6,DO,M,33,48
23809,4,15,1996,6,DO,M,35,23
23829,4,15,1996,6,DO,M,35,41
23856,4,15,1996,6,DO,F,35,58
23859,4,15,1996,6,DO,M,37,59
23953,5,24,1996,6,DO,M,38,27
23975,5,24,1996,6,DO,M,35,47
23979,5,24,1996,6,DO,F,33,32
23990,5,24,1996,6,DO,M,36,31
24117,6,14,1996,6,DO,M,36,39
24148,6,14,1996,6,DO,F,38,52
24166,6,14,1996,6,DO,F,37,42
24257,7,21,1996,6,DO,F,37,58
24258,7,21,1996,6,DO,F,39,52
24269,7,21,1996,6,DO,M,36,50
25048,2,9,1997,6,DO,M,35,48
25065,2,9,1997,6,DO,F,35,46
25073,2,9,1997,6,DO,M,36,55
25104,2,9,1997,6,DO,M,33,52
25142,2,9,1997,6,DO,M,37,40
25150,2,9,1997,6,DO,M,35,52
25336,3,16,1997,6,DO,M,37,44
25595,4,13,1997,6,DO,F,33,55
25634,4,13,1997,6,DO,M,37,49
25878,5,11,1997,6,DO,M,36,46
25894,5,11,1997,6,DO,F,33,50
25963,6,9,1997,6,DO,F,34,48
25984,6,9,1997,6,DO,M,36,45
26017,6,9,1997,6,DO,F,37,29
26250,7,9,1997,6,DO,F,34,50
26266,7,9,1997,6,DO,F,36,34
26360,7,9,1997,6,DO,M,37,47
26688,7,30,1997,6,DO,F,36,38
26693,7,30,1997,6,DO,M,37,52
26702,7,30,1997,6,DO,F,33,50
26933,9,28,1997,6,DO,M,37,51
26946,9,28,1997,6,DO,F,35,50
27084,10,26,1997,6,DO,M,35,49
27108,10,26,1997,6,DO,F,34,52
27211,11,22,1997,6,DO,F,35,49
27376,12,29,1997,6,DO,M,36,53
31576,11,26,2000,6,DO,F,36,50
33506,2,10,2002,6,DO,F,36,53
33507,2,10,2002,6,DO,M,36,56
33676,3,14,2002,6,DO,F,37,53
33681,3,14,2002,6,DO,M,36,59
33754,4,16,2002,6,DO,M,34,35
33757,4,16,2002,6,DO,M,36,56
33759,4,16,2002,6,DO,F,37,54
34081,5,16,2002,6,DO,M,34,55
34083,5,16,2002,6,DO,F,33,24
34086,5,16,2002,6,DO,F,36,55
34089,5,16,2002,6,DO,M,34,44
34097,5,16,2002,6,DO,M,35,24
34318,6,16,2002,6,DO,M,36,43
34325,6,16,2002,6,DO,F,36,50
34571,7,14,2002,6,DO,M,37,51
34573,7,14,2002,6,DO,M,36,39
34890,10,6,2002,6,DO,F,35,48
35079,11,10,2002,6,DO,F,35,61
35082,11,10,2002,6,DO,M,34,46
35310,12,8,2002,6,DO,F,36,50
35319,12,8,2002,6,DO,M,35,49
35503,12,31,2002,6,DO,M,33,32
1546,12,3,1978,6,OL,M,22,36
5636,3,30,1982,6,OL,F,21,39
6802,10,24,1982,6,OL,F,21,27
7250,1,13,1983,6,OL,F,21,38
7628,3,15,1983,6,OL,M,21,33
7780,4,17,1983,6,OL,M,21,33
8409,9,11,1983,6,OL,F,21,28
8904,2,5,1984,6,OL,F,22,33
9645,10,20,1984,6,OL,M,18,15
9808,1,19,1985,6,OL,M,19,32
9837,1,19,1985,6,OL,F,21,31
9928,2,16,1985,6,OL,F,19,31
9953,2,16,1985,6,OL,M,21,32
10045,3,16,1985,6,OL,M,21,31
10219,4,20,1985,6,OL,F,22,37
10836,10,12,1985,6,OL,M,19,36
10875,10,12,1985,6,OL,M,20,20
11245,3,8,1986,6,OL,F,19,31
11472,5,10,1986,6,OL,F,21,33
12000,11,15,1986,6,OL,M,20,36
12215,1,31,1987,6,OL,M,22,38
12346,3,1,1987,6,OL,F,19,31
12611,4,25,1987,6,OL,M,39,22
13524,10,24,1987,6,OL,F,18,31
13706,11,21,1987,6,OL,M,20,37
14035,2,21,1988,6,OL,M,20,33
14230,3,20,1988,6,OL,F,20,39
15029,11,5,1988,6,OL,M,21,35
15840,4,1,1989,6,OL,M,22,29
16741,12,4,1989,6,OL,M,22,31
17435,4,26,1990,6,OL,F,20,10
17949,10,16,1990,6,OL,M,20,29
18048,11,11,1990,6,OL,F,22,32
22430,6,28,1995,6,OL,F,20,35
22798,9,24,1995,6,OL,F,18,28
22809,9,24,1995,6,OL,M,17,30
23431,2,25,1996,6,OL,M,21,28
23814,4,15,1996,6,OL,M,19,27
23969,5,24,1996,6,OL,M,21,29
5402,2,23,1982,6,RM,M,16,11
7452,2,27,1983,6,RM,M,16,10
7616,3,15,1983,6,RM,M,17,11
7791,4,17,1983,6,RM,M,17,11
14226,3,20,1988,6,RM,M,17,9
14249,3,20,1988,6,RM,F,18,8
15189,12,13,1988,6,RM,M,16,11
15213,12,13,1988,6,RM,F,17,11
15503,2,4,1989,6,RM,F,16,12
15701,3,12,1989,6,RM,F,18,13
15703,3,12,1989,6,RM,F,15,6
15888,4,1,1989,6,RM,M,17,13
15903,4,1,1989,6,RM,F,17,12
16055,5,11,1989,6,RM,F,17,10
16782,12,4,1989,6,RM,F,16,10
16798,12,4,1989,6,RM,F,17,11
16913,1,6,1990,6,RM,M,17,8
16917,1,6,1990,6,RM,M,16,9
17013,1,29,1990,6,RM,F,17,9
17134,2,24,1990,6,RM,M,16,8
17253,3,29,1990,6,RM,F,15,11
17467,4,26,1990,6,RM,M,17,9
17485,4,26,1990,6,RM,F,17,10
17675,7,21,1990,6,RM,F,17,11
18023,11,11,1990,6,RM,F,16,8
18035,11,11,1990,6,RM,M,17,11
18133,12,16,1990,6,RM,M,17,10
18155,12,16,1990,6,RM,F,16,9
18270,1,12,1991,6,RM,M,16,10
18293,1,12,1991,6,RM,F,15,11
18408,2,17,1991,6,RM,F,16,11
18435,2,17,1991,6,RM,M,13,9
18514,3,14,1991,6,RM,M,17,10
18516,3,14,1991,6,RM,M,15,8
18537,3,14,1991,6,RM,F,15,10
18539,3,14,1991,6,RM,F,15,8
19179,10,11,1991,6,RM,M,17,8
19352,11,15,1991,6,RM,F,17,12
19354,11,15,1991,6,RM,F,16,9
19355,11,15,1991,6,RM,M,16,9
19358,11,15,1991,6,RM,M,16,12
19362,11,15,1991,6,RM,M,15,8
19505,12,8,1991,6,RM,F,16,10
19515,12,8,1991,6,RM,F,17,11
19521,12,8,1991,6,RM,M,16,9
19535,12,8,1991,6,RM,M,15,11
19742,2,8,1992,6,RM,F,17,10
19743,2,8,1992,6,RM,M,17,10
19750,2,8,1992,6,RM,F,17,11
19798,3,7,1992,6,RM,M,16,11
19811,3,7,1992,6,RM,M,16,10
19820,3,7,1992,6,RM,F,14,10
19926,4,5,1992,6,RM,F,18,14
20239,7,31,1992,6,RM,M,17,13
20391,9,27,1992,6,RM,M,17,11
20555,12,22,1992,6,RM,M,16,11
20570,12,22,1992,6,RM,M,17,11
20627,1,25,1993,6,RM,F,17,9
20680,2,26,1993,6,RM,M,16,12
20682,2,26,1993,6,RM,M,16,10
20687,2,26,1993,6,RM,F,16,12
20883,5,23,1993,6,RM,M,16,12
21202,10,16,1993,6,RM,M,16,10
21263,11,14,1993,6,RM,M,17,13
21316,12,15,1993,6,RM,M,17,11
21317,12,15,1993,6,RM,F,17,8
21430,2,22,1994,6,RM,F,18,9
21473,3,12,1994,6,RM,F,16,13
22092,2,5,1995,6,RM,M,17,10
22197,4,2,1995,6,RM,M,17,13
22281,4,30,1995,6,RM,F,17,14
23110,12,3,1995,6,RM,M,17,15
25056,2,9,1997,6,RM,M,17,10
25298,3,16,1997,6,RM,M,17,12
25307,3,16,1997,6,RM,F,17,14
26532,7,9,1997,6,RM,M,17,9
29258,2,21,1999,6,RM,M,17,10
30520,3,5,2000,6,RM,M,19,13
31457,9,31,2000,6,RM,M,8,8
6795,10,24,1982,6,PM,F,19,26
7081,11,22,1982,6,PM,M,21,24
7313,1,13,1983,6,PM,M,19,24
9379,7,31,1984,6,PM,F,20,13
12495,4,4,1987,6,PM,F,21,24
12894,6,30,1987,6,PM,M,21,25
13716,11,21,1987,6,PM,M,20,26
13912,1,23,1988,6,PM,M,21,20
